 0.00 0.7166
 0.10 0.6824
 0.20 0.5828
 0.30 0.4700
 0.40 0.3881
 0.50 0.3451
 0.60 0.2713
 0.70 0.2270
 0.80 0.1422
 0.90 0.1005
 1.00 0.0898
